lane,racer_id,racer_name,racer_class,avg_st,racer_win_rate,local_win_rate,motor_2ren,boat_2ren,racer_name_beforeinfo,weight,exhibition_time,tilt,exhibition_st,temperature,wind_speed,water_temperature,wave_height,finish,race_date,jcd,venue,race_no,race_key,trifecta,trifecta_payout_per_100
5,5337,出畑 孝成,B1,0.18,4.42,4.8,47.83,72.22,出畑 孝成,53.9,6.78,0.5,0.18,25.0,4.0,20.0,5.0,4,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
6,5394,福西 広太郎,B1,0.2,3.41,2.38,19.05,46.67,福西 広太郎,51.5,6.71,0.5,0.18,25.0,4.0,20.0,5.0,4,20260616,03,江戸川,5,20260616_03_5,1-4-2,2520
1,5289,佃 來紀,B1,0.16,5.93,4.11,50.0,60.0,佃 來紀,52.1,6.68,0.0,0.14,25.0,3.0,20.0,5.0,3,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
2,5270,小玉 啓太,B1,0.17,4.43,4.0,38.89,35.71,小玉 啓太,53.0,6.64,0.5,0.18,25.0,3.0,20.0,5.0,2,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
3,5352,西岡 蒼志,B1,0.15,4.9,0.0,11.76,25.0,西岡 蒼志,54.1,6.76,0.0,0.07,25.0,3.0,20.0,5.0,4,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
4,5371,早川 颯太,B2,0.21,1.72,1.61,20.0,45.0,早川 颯太,53.4,6.71,0.5,0.11,25.0,3.0,20.0,5.0,4,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
5,5333,山下 智己,B1,0.18,4.37,3.88,60.0,31.58,山下 智己,51.0,6.68,0.5,0.12,25.0,3.0,20.0,5.0,4,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
6,5166,仲道 大輔,A2,0.2,5.81,7.29,38.89,33.33,仲道 大輔,52.0,6.73,1.5,0.02,25.0,3.0,20.0,5.0,1,20260616,03,江戸川,6,20260616_03_6,6-2-1,2350
1,5187,小坂 風太,B1,0.18,2.85,4.43,5.56,42.86,小坂 風太,57.1,6.79,0.5,0.14,26.0,3.0,20.0,5.0,4,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
2,5292,佐藤 右京,B1,0.19,3.7,3.36,23.53,33.33,佐藤 右京,55.4,6.71,0.0,0.01,26.0,3.0,20.0,5.0,1,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
3,5244,黒田 剛,B1,0.14,3.9,4.06,20.0,11.76,黒田 剛,52.0,6.74,0.0,-0.04,26.0,3.0,20.0,5.0,2,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
4,5177,松井 貫太,B1,0.2,4.18,3.65,50.0,22.73,松井 貫太,51.5,6.76,0.0,0.01,26.0,3.0,20.0,5.0,3,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
5,5424,熊倉 幹太,B2,0.0,1.28,1.0,27.78,35.0,熊倉 幹太,55.8,6.71,0.5,0.08,26.0,3.0,20.0,5.0,4,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
6,5242,高山 弘斗,B1,0.17,3.43,3.72,55.0,58.82,高山 弘斗,53.1,6.8,0.5,0.26,26.0,3.0,20.0,5.0,4,20260616,03,江戸川,7,20260616_03_7,2-3-4,2370
1,5312,川辺 郭人,B1,0.17,3.75,0.0,14.29,33.33,川辺 郭人,54.5,6.87,1.0,0.17,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
2,5286,坂井 滉哉,B1,0.15,4.36,3.62,38.1,31.25,坂井 滉哉,51.5,6.84,0.5,-0.04,26.0,4.0,20.0,5.0,1,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
3,5178,成貞 琳平,B1,0.2,4.13,3.27,21.74,64.71,成貞 琳平,54.1,6.91,0.0,-0.05,26.0,4.0,20.0,5.0,3,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
4,5384,八戸 琉楓,B1,0.2,1.94,1.3,16.67,26.32,八戸 琉楓,52.4,6.76,1.0,0.09,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
5,5307,富永 夏哉人,B1,0.2,4.5,5.75,46.67,16.67,富永 夏哉人,51.5,6.71,1.0,-0.09,26.0,4.0,20.0,5.0,2,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
6,5381,有山 望,B1,0.18,3.42,2.89,35.71,19.05,有山 望,51.0,6.87,0.5,-0.04,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,8,20260616_03_8,2-5-3,1360
1,5127,沼田 大都,B1,0.2,4.8,5.11,33.33,22.22,沼田 大都,51.5,6.79,0.5,0.06,26.0,4.0,20.0,5.0,1,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
2,5366,塩嶋 泰空,B2,0.19,1.34,0.0,40.91,37.5,塩嶋 泰空,55.4,6.75,0.5,-0.03,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
3,5351,齊藤 廉,B1,0.15,4.57,5.14,44.44,19.05,齊藤 廉,52.0,6.7,0.5,-0.07,26.0,4.0,20.0,5.0,2,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
4,5337,出畑 孝成,B1,0.18,4.42,4.8,47.83,72.22,出畑 孝成,53.9,6.91,0.5,-0.03,26.0,4.0,20.0,5.0,3,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
5,5257,西丸 侑太朗,A1,0.15,6.4,7.0,33.33,26.67,西丸 侑太朗,53.8,6.87,0.5,-0.04,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
6,5263,花田 凱成,B1,0.18,4.44,5.25,11.11,27.27,花田 凱成,52.0,6.9,0.5,0.16,26.0,4.0,20.0,5.0,4,20260616,03,江戸川,9,20260616_03_9,1-3-4,1670
1,5279,石渡 翔一郎,B1,0.16,5.15,5.54,6.67,21.74,石渡 翔一郎,53.5,6.82,0.5,0.12,25.0,2.0,20.0,5.0,2,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
2,5232,樅山 拓馬,B1,0.14,4.5,6.18,22.22,45.0,樅山 拓馬,52.0,6.85,0.0,0.11,25.0,2.0,20.0,5.0,4,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
3,5298,水谷 理人,A2,0.15,6.8,6.71,25.0,30.43,水谷 理人,51.5,6.87,0.0,0.16,25.0,2.0,20.0,5.0,3,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
4,5330,安河内鈴之介,A2,0.15,6.4,0.0,53.33,16.67,安河内鈴之介,52.0,6.92,0.5,-0.16,25.0,2.0,20.0,5.0,4,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
5,5270,小玉 啓太,B1,0.17,4.43,4.0,38.89,35.71,小玉 啓太,53.0,6.73,0.5,0.21,25.0,2.0,20.0,5.0,1,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
6,5386,米玉利 大悟,B1,0.17,2.74,0.0,46.15,31.82,米玉利 大悟,53.5,6.83,0.0,0.12,25.0,2.0,20.0,5.0,4,20260616,03,江戸川,10,20260616_03_10,5-1-3,28910
1,5166,仲道 大輔,A2,0.2,5.81,7.29,38.89,33.33,仲道 大輔,52.0,6.75,1.5,0.07,25.0,6.0,20.0,5.0,1,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
2,5274,城間 盛渚,B1,0.19,5.33,3.39,37.5,58.82,城間 盛渚,52.0,6.89,0.5,0.18,25.0,6.0,20.0,5.0,2,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
3,5255,藤原 仙二,A2,0.17,6.85,6.38,13.64,27.78,藤原 仙二,53.8,6.7,0.5,0.14,25.0,6.0,20.0,5.0,4,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
4,5325,澁川 夏,B1,0.16,5.53,2.83,36.84,50.0,澁川 夏,52.0,6.76,0.0,0.1,25.0,6.0,20.0,5.0,4,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
5,5292,佐藤 右京,B1,0.19,3.7,3.36,23.53,33.33,佐藤 右京,55.4,6.9,0.0,0.14,25.0,6.0,20.0,5.0,3,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
6,5398,鐘ヶ江 真司,B1,0.18,3.67,0.0,13.33,38.1,鐘ヶ江 真司,52.5,7.0,0.0,0.16,25.0,6.0,20.0,5.0,4,20260616,03,江戸川,11,20260616_03_11,1-2-5,3160
1,5221,竹間 隆晟,A1,0.15,6.5,7.64,7.14,18.75,竹間 隆晟,52.9,6.91,0.0,0.01,24.0,7.0,20.0,5.0,4,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
2,5018,竹下 大樹,A1,0.16,6.5,7.12,40.0,14.29,竹下 大樹,53.8,6.7,1.0,0.13,24.0,7.0,20.0,5.0,2,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
3,5064,品川 二千翔,A2,0.16,6.39,6.22,16.67,22.22,品川 二千翔,51.0,6.85,0.5,0.12,24.0,7.0,20.0,5.0,4,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
4,5280,廣瀬 凜,A2,0.17,6.97,5.72,37.5,30.0,廣瀬 凜,51.5,6.86,1.0,0.11,24.0,7.0,20.0,5.0,1,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
5,5212,西川 拓利,B1,0.14,6.11,5.33,21.05,38.89,西川 拓利,52.4,6.88,0.5,0.27,24.0,7.0,20.0,5.0,4,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
6,5114,小林 孝彰,A2,0.16,5.67,6.14,50.0,30.0,小林 孝彰,52.0,6.93,0.5,0.13,24.0,7.0,20.0,5.0,3,20260616,03,江戸川,12,20260616_03_12,4-2-6,18220
1,3891,谷口 健一,B1,0.18,3.59,3.89,36.59,29.41,谷口 健一,54.8,6.67,0.0,0.12,22.0,2.0,24.0,1.0,2,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
2,4564,山本 景士郎,B1,0.2,4.65,4.0,25.0,29.66,山本 景士郎,52.1,6.61,0.0,-0.01,22.0,2.0,24.0,1.0,3,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
3,3523,寳田 亮治,B1,0.19,4.59,4.71,20.0,27.94,寳田 亮治,52.0,6.74,0.0,-0.13,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
4,4275,菅野 はやか,B2,0.19,3.15,3.78,38.1,37.74,菅野 はやか,51.1,6.61,0.0,0.0,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
5,5128,坪井 爽佑,B1,0.18,4.17,2.6,45.0,27.56,坪井 爽佑,52.2,6.71,-0.5,-0.11,22.0,2.0,24.0,1.0,1,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
6,3839,川合 理司,B1,0.16,3.42,3.9,17.07,24.81,川合 理司,62.9,6.73,-0.5,0.0,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,1,20260616_06_1,5-1-2,3440
1,4419,原 加央理,B1,0.16,5.95,3.84,9.68,36.71,原 加央理,45.0,6.7,0.0,-0.02,22.0,2.0,24.0,1.0,3,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
2,3947,寺本 昇平,B1,0.17,4.45,5.35,27.27,31.21,寺本 昇平,50.0,6.67,-0.5,-0.06,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
3,4555,富永 大一,A2,0.19,5.29,6.3,22.58,30.57,富永 大一,53.4,6.62,0.0,0.01,22.0,2.0,24.0,1.0,2,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
4,4692,酒井 俊弘,B1,0.15,4.73,5.62,26.83,29.19,酒井 俊弘,52.0,6.63,0.0,-0.15,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
5,4797,中山 将,A2,0.15,7.1,5.67,14.29,39.38,中山 将,55.1,6.69,0.0,-0.08,22.0,2.0,24.0,1.0,1,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
6,3075,中村 裕将,B1,0.13,4.35,4.68,51.35,29.58,中村 裕将,55.3,6.76,-0.5,-0.1,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,2,20260616_06_2,5-3-1,4790
1,3992,関口 智久,B1,0.13,4.82,5.56,20.41,33.54,関口 智久,53.2,6.64,-0.5,0.12,22.0,3.0,24.0,1.0,1,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
2,3993,永井 聖美,A2,0.17,5.37,5.0,35.9,31.45,永井 聖美,46.0,6.63,-0.5,0.01,22.0,3.0,24.0,1.0,2,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
3,4550,石岡 将太,B1,0.15,5.42,5.1,40.82,29.61,石岡 将太,55.4,6.71,0.0,0.06,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
4,4540,相原 利章,A2,0.12,5.41,4.0,38.1,38.75,相原 利章,52.0,6.59,0.0,0.09,22.0,3.0,24.0,1.0,3,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
5,4043,桐本 康臣,A2,0.15,5.9,6.1,18.18,34.18,桐本 康臣,54.0,6.76,-0.5,0.15,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
6,5223,森清 友翔,B1,0.17,4.73,4.22,50.0,24.44,森清 友翔,53.9,6.63,0.5,0.06,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,3,20260616_06_3,1-2-4,1380
1,3995,重野 哲之,A1,0.12,6.36,6.89,32.5,30.82,重野 哲之,53.7,6.63,0.0,0.06,22.0,3.0,24.0,1.0,1,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
2,3932,池田 浩美,B1,0.18,4.64,3.96,48.57,37.97,池田 浩美,51.1,6.66,-0.5,0.23,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
3,3604,武藤 綾子,B1,0.2,4.31,3.56,36.84,37.97,武藤 綾子,48.0,6.64,0.0,0.19,22.0,3.0,24.0,1.0,3,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
4,4022,待鳥 雄紀,B1,0.17,3.89,3.12,33.33,36.08,待鳥 雄紀,56.2,6.69,0.0,0.14,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
5,5411,木下 虎之輔,B2,0.19,1.82,1.5,43.9,38.99,木下 虎之輔,55.9,6.69,-0.5,-0.02,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
6,4258,関根 彰人,B1,0.15,4.89,5.33,47.22,40.0,関根 彰人,52.5,6.67,-0.5,-0.01,22.0,3.0,24.0,1.0,2,20260616,06,浜名湖,4,20260616_06_4,1-6-3,4370
1,5038,金田 智博,A2,0.17,6.17,7.0,30.95,30.72,金田 智博,52.0,6.66,0.0,-0.02,22.0,3.0,24.0,1.0,1,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
2,4154,森安 弘雅,B1,0.17,5.05,6.44,24.39,20.9,森安 弘雅,53.6,6.71,0.0,0.03,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
3,4564,山本 景士郎,B1,0.2,4.65,4.0,25.0,29.66,山本 景士郎,52.1,6.66,0.0,0.04,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
4,3158,島川 光男,A2,0.15,5.67,5.95,23.81,28.38,島川 光男,52.4,6.7,-0.5,0.02,22.0,3.0,24.0,1.0,3,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
5,5449,堀井 涼平,B2,0.0,1.0,0.0,35.71,34.38,堀井 涼平,49.5,6.66,-0.5,0.21,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
6,5282,中本 大樹,B1,0.17,5.32,4.0,15.63,38.51,中本 大樹,53.5,6.69,-0.5,0.02,22.0,3.0,24.0,1.0,2,20260616,06,浜名湖,5,20260616_06_5,1-6-4,2360
1,4394,永嶋 裕一,A2,0.14,5.78,0.0,46.67,35.0,永嶋 裕一,54.0,6.68,0.0,0.02,22.0,3.0,24.0,1.0,1,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
2,3075,中村 裕将,B1,0.13,4.35,4.68,51.35,29.58,中村 裕将,55.3,6.75,-0.5,0.11,22.0,3.0,24.0,1.0,2,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
3,4343,村岡 賢,B1,0.18,5.06,2.11,18.75,39.22,村岡 賢,53.6,6.71,0.0,0.04,22.0,3.0,24.0,1.0,3,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
4,4419,原 加央理,B1,0.16,5.95,3.84,9.68,36.71,原 加央理,45.0,6.68,0.0,0.03,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
5,4275,菅野 はやか,B2,0.19,3.15,3.78,38.1,37.74,菅野 はやか,51.1,6.71,0.0,0.09,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
6,4561,藤山 翔大,A2,0.19,6.11,4.47,40.91,28.21,藤山 翔大,52.0,6.56,3.0,0.09,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,6,20260616_06_6,1-2-3,2140
1,3987,後藤 正宗,B1,0.15,6.05,5.77,17.5,36.94,後藤 正宗,53.1,6.6,0.0,0.11,22.0,3.0,24.0,1.0,1,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
2,4797,中山 将,A2,0.15,7.1,5.67,14.29,39.38,中山 将,55.1,6.71,0.0,0.22,22.0,3.0,24.0,1.0,2,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
3,5128,坪井 爽佑,B1,0.18,4.17,2.6,45.0,27.56,坪井 爽佑,52.2,6.69,-0.5,0.48,22.0,3.0,24.0,1.0,3,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
4,3943,三松 直美,B2,0.0,2.26,0.0,61.76,28.03,三松 直美,67.7,6.71,-0.5,0.14,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
5,3891,谷口 健一,B1,0.18,3.59,3.89,36.59,29.41,谷口 健一,54.8,6.64,0.0,0.11,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
6,4555,富永 大一,A2,0.19,5.29,6.3,22.58,30.57,富永 大一,53.4,6.63,0.0,0.03,22.0,3.0,24.0,1.0,4,20260616,06,浜名湖,7,20260616_06_7,1-2-3,460
1,4050,田口 節子,A1,0.14,6.87,6.63,7.14,37.11,田口 節子,47.0,6.7,-0.5,0.13,22.0,4.0,24.0,2.0,1,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
2,4550,石岡 将太,B1,0.15,5.42,5.1,40.82,29.61,石岡 将太,55.4,6.66,0.0,0.11,22.0,4.0,24.0,2.0,3,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
3,4692,酒井 俊弘,B1,0.15,4.73,5.62,26.83,29.19,酒井 俊弘,52.0,6.64,0.0,0.21,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
4,3993,永井 聖美,A2,0.17,5.37,5.0,35.9,31.45,永井 聖美,46.0,6.6,-0.5,0.07,22.0,4.0,24.0,2.0,2,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
5,3947,寺本 昇平,B1,0.17,4.45,5.35,27.27,31.21,寺本 昇平,50.0,6.66,-0.5,0.11,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
6,5411,木下 虎之輔,B2,0.19,1.82,1.5,43.9,38.99,木下 虎之輔,55.9,6.63,-0.5,0.09,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,8,20260616_06_8,1-4-2,730
1,3158,島川 光男,A2,0.15,5.67,5.95,23.81,28.38,島川 光男,52.4,6.6,-0.5,0.19,22.0,3.0,24.0,2.0,1,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
2,4258,関根 彰人,B1,0.15,4.89,5.33,47.22,40.0,関根 彰人,52.5,6.58,-0.5,0.3,22.0,3.0,24.0,2.0,2,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
3,4540,相原 利章,A2,0.12,5.41,4.0,38.1,38.75,相原 利章,52.0,6.56,0.0,0.22,22.0,3.0,24.0,2.0,3,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
4,3604,武藤 綾子,B1,0.2,4.31,3.56,36.84,37.97,武藤 綾子,48.0,6.58,0.0,0.25,22.0,3.0,24.0,2.0,4,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
5,3523,寳田 亮治,B1,0.19,4.59,4.71,20.0,27.94,寳田 亮治,52.0,6.71,0.0,0.27,22.0,3.0,24.0,2.0,4,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
6,5449,堀井 涼平,B2,0.0,1.0,0.0,35.71,34.38,堀井 涼平,49.5,6.64,-0.5,0.38,22.0,3.0,24.0,2.0,4,20260616,06,浜名湖,9,20260616_06_9,1-2-3,590
1,5282,中本 大樹,B1,0.17,5.32,4.0,15.63,38.51,中本 大樹,53.5,6.64,-0.5,0.16,22.0,4.0,24.0,2.0,1,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
2,3995,重野 哲之,A1,0.12,6.36,6.89,32.5,30.82,重野 哲之,53.7,6.64,-0.5,-0.06,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
3,4022,待鳥 雄紀,B1,0.17,3.89,3.12,33.33,36.08,待鳥 雄紀,56.2,6.61,-0.5,-0.07,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
4,4394,永嶋 裕一,A2,0.14,5.78,0.0,46.67,35.0,永嶋 裕一,54.0,6.69,0.0,0.04,22.0,4.0,24.0,2.0,2,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
5,4154,森安 弘雅,B1,0.17,5.05,6.44,24.39,20.9,森安 弘雅,53.6,6.71,-0.5,0.01,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
6,3992,関口 智久,B1,0.13,4.82,5.56,20.41,33.54,関口 智久,53.2,6.71,-0.5,0.01,22.0,4.0,24.0,2.0,3,20260616,06,浜名湖,10,20260616_06_10,1-4-6,8790
1,4561,藤山 翔大,A2,0.19,6.11,4.47,40.91,28.21,藤山 翔大,52.0,6.6,-0.5,-0.02,22.0,2.0,24.0,1.0,1,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
2,5038,金田 智博,A2,0.17,6.17,7.0,30.95,30.72,金田 智博,52.0,6.65,0.0,-0.01,22.0,2.0,24.0,1.0,2,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
3,3987,後藤 正宗,B1,0.15,6.05,5.77,17.5,36.94,後藤 正宗,53.1,6.69,0.0,0.02,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
4,4050,田口 節子,A1,0.14,6.87,6.63,7.14,37.11,田口 節子,47.0,6.73,-0.5,0.02,22.0,2.0,24.0,1.0,3,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
5,4343,村岡 賢,B1,0.18,5.06,2.11,18.75,39.22,村岡 賢,53.6,6.68,0.0,0.07,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
6,3932,池田 浩美,B1,0.18,4.64,3.96,48.57,37.97,池田 浩美,51.1,6.67,-0.5,0.15,22.0,2.0,24.0,1.0,4,20260616,06,浜名湖,11,20260616_06_11,1-2-4,610
1,4547,中田 竜太,A1,0.15,6.74,7.56,44.74,33.54,中田 竜太,50.0,6.6,0.0,0.01,22.0,4.0,24.0,2.0,1,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
2,4083,福島 勇樹,A1,0.14,7.36,7.09,45.45,27.66,福島 勇樹,52.0,6.66,-0.5,0.17,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
3,4225,土屋 千明,A2,0.17,6.11,5.82,25.0,36.94,土屋 千明,46.0,6.68,0.0,0.13,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
4,4220,深川 和仁,B1,0.17,4.54,0.0,30.95,37.41,深川 和仁,53.4,6.64,-0.5,0.11,22.0,4.0,24.0,2.0,4,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
5,4748,渡邉 雄朗,A1,0.13,6.38,0.0,41.46,32.24,渡邉 雄朗,52.0,6.63,0.0,-0.03,22.0,4.0,24.0,2.0,2,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
6,4566,塩田 北斗,A1,0.14,6.31,7.5,21.88,33.54,塩田 北斗,53.0,6.66,0.0,-0.13,22.0,4.0,24.0,2.0,3,20260616,06,浜名湖,12,20260616_06_12,1-5-6,2870
1,5267,石本 裕武,A1,0.15,6.6,6.07,31.76,37.07,石本 裕武,52.0,6.72,0.0,0.12,23.0,3.0,26.0,1.0,1,20260616,08,常滑,1,20260616_08_1,1-3-4,880
2,4759,今泉 友吾,A1,0.15,7.07,5.33,34.23,38.14,今泉 友吾,52.0,6.76,0.0,0.34,23.0,3.0,26.0,1.0,4,20260616,08,常滑,1,20260616_08_1,1-3-4,880
3,4682,大上 卓人,A1,0.14,7.37,6.96,31.85,32.08,大上 卓人,52.0,6.77,-0.5,0.23,23.0,3.0,26.0,1.0,2,20260616,08,常滑,1,20260616_08_1,1-3-4,880
4,5121,定松 勇樹,A1,0.14,8.02,6.92,45.75,34.06,定松 勇樹,52.0,6.74,0.0,0.13,23.0,3.0,26.0,1.0,3,20260616,08,常滑,1,20260616_08_1,1-3-4,880
5,4776,竹田 和哉,A1,0.15,6.87,6.56,42.41,29.55,竹田 和哉,52.1,6.78,0.0,0.11,23.0,3.0,26.0,1.0,4,20260616,08,常滑,1,20260616_08_1,1-3-4,880
6,4362,土屋 智則,A1,0.13,6.84,5.63,33.56,38.2,土屋 智則,53.1,6.72,-0.5,0.07,23.0,3.0,26.0,1.0,4,20260616,08,常滑,1,20260616_08_1,1-3-4,880
1,4754,松尾 充,A1,0.15,6.3,5.05,30.97,32.89,松尾 充,52.0,6.79,0.0,0.07,23.0,2.0,25.0,1.0,1,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
2,4482,守屋 美穂,A1,0.16,6.7,7.39,29.53,32.23,守屋 美穂,45.5,6.69,-0.5,0.14,23.0,2.0,25.0,1.0,2,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
3,4579,中嶋 健一郎,A1,0.16,6.1,6.92,31.41,38.96,中嶋 健一郎,52.0,6.72,0.0,-0.01,23.0,2.0,25.0,1.0,4,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
4,4188,久田 敏之,A1,0.13,7.67,7.17,29.45,37.22,久田 敏之,52.0,6.77,0.0,-0.05,23.0,2.0,25.0,1.0,4,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
5,4084,杉山 正樹,A1,0.16,6.68,7.06,27.81,37.71,杉山 正樹,53.7,6.75,0.0,0.03,23.0,2.0,25.0,1.0,4,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
6,4760,山崎 郡,A1,0.14,6.94,7.0,41.03,32.51,山崎 郡,51.5,6.68,0.0,-0.04,23.0,2.0,25.0,1.0,3,20260616,08,常滑,2,20260616_08_2,1-2-6,2970
